player_id,footballer_id,footballer_name,Total played,Started,Minutes per game,Total minutes played,Team of the week,Goals conceded per game,Penalties saved,Saves per game,Succ. runs out per game,Goals conceded,Conceded from inside box,Conceded from outside box,Saves made,Goals prevented,Saves from inside box,Saves from outside box,Saves caught,Saves parried,Goals,Scoring frequency,Goals per game,Shots per game,Shots on target per game,Big chances missed,Goal conversion,Penalty goals,Penalty conversion,Free kick goals,Free kick conversion,Goals from inside the box,Goals from outside the box,Headed goals,Left foot goals,Right foot goals,Penalty won,Assists,Expected Assists (xA),Touches per game,Big chances created,Key passes per game,Accurate per game,Acc. own half,Acc. opposition half,Acc. long balls,Acc. chipped passes,Acc. crosses,Clean sheets,Interceptions per game,Tackles per game,Possession won (final third),Balls recovered per game,Dribbled past per game,Clearances per game,Errors leading to shot,Errors leading to goal,Penalties committed,Succ. dribbles,Total duels won,Ground duels won,Aerial duels won,Possession lost,Fouls,Was fouled,Offsides,Goal kicks per game,Yellow,Yellow-Red,Red cards,Average Sofascore Rating
461,461,Ogün Özçiçek,16,5,38,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.4,0.1,0,0%,0,0%,0,0%,0,0/6,0,0,0,0,1,0.24,22.9,1,0.6,13.9 (86%),7.6 (90%),6.5 (79%),1.1 (71%),0.9 (60%),0.1 (29%),0,0.3,1.1,0.3,2.5,0.8,0.3,1,0,0,0.3 (38%),2.7 (41%),2.4 (47%),0.3 (17%),4.6,0.9,1.1,0,0,2,0,0,6.68
462,462,Cyril Mandouki,3,2,65,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.3,0,0,0%,0,0%,0,0%,0,0/1,0,0,0,0,1,0,28.7,0,0.7,17.3 (84%),7.0 (84%),10.3 (84%),1.0 (60%),1.0 (50%),0.0 (0%),0,0.7,1,0.3,0,1.3,1.3,0,0,0,0.0 (0%),2.7 (44%),1.7 (33%),1.0 (100%),5.3,0.7,0.7,0,0,0,0,0,6.81
463,463,Bahadır Gölgeli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,464,Kacper Kozlowski,20,19,78,1558,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,390min,0.2,1.5,0.5,2,14%,0,0%,0/1,0%,Apr-18,0/11,0,2,2,0,4,1.32,39,3,1.2,17.0 (77%),6.1 (85%),11.2 (70%),1.2 (57%),1.1 (57%),0.3 (24%),0,0.6,1.6,0.5,4.2,0.7,1.1,0,0,0,2.0 (61%),6.2 (53%),5.4 (54%),0.8 (43%),10.4,1.7,1.9,0.4,0,7,0,0,7.14
465,465,Furkan Soyalp,12,2,27,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,165min,0.2,0.5,0.2,0,33%,0,0%,0/1,0%,01-Mar,01-Mar,0,0,2,0,1,0.45,16.3,1,0.6,6.7 (70%),2.3 (90%),4.8 (60%),0.7 (42%),0.4 (45%),0.4 (42%),0,0.4,0.8,0,1.8,0.7,0.8,0,0,0,0.0 (0%),1.8 (41%),1.6 (46%),0.3 (23%),4.5,0.9,0.8,0,0,1,0,0,6.8
466,466,Quentin Daubin,13,6,43,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.1,0,0,0%,0,0%,0,0%,0/1,0,0,0,0,0,0,0.86,21.3,1,0.2,10.7 (81%),5.5 (80%),5.2 (82%),0.5 (54%),0.6 (80%),0.0 (0%),0,0.8,1.5,0.2,2.7,0.4,1,0,0,0,0.3 (67%),3.2 (63%),2.4 (61%),0.8 (69%),3.7,0.8,0.5,0,0,1,1,1,6.74
467,467,Badou Ndiaye,22,21,82,1806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.6,0.2,1,0%,0,0%,0,0%,0/4,0/9,0,0,0,0,2,1.7,43.7,3,0.8,25.8 (83%),13.9 (88%),12.0 (78%),1.5 (52%),1.5 (60%),0.0 (33%),0,1.1,2.5,0.2,4,0.9,1.1,1,1,0,0.6 (74%),5.5 (58%),4.9 (59%),0.6 (47%),7.4,1.5,1.9,0,0,7,0,0,6.95
468,468,Alexandru Maxim,24,23,75,1807,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,452min,0.2,1.1,0.3,1,15%,0,0,0/5,0%,04-Sep,0/18,0,1,3,0,5,3.97,52.9,7,2.3,32.5 (87%),16.0 (93%),18.1 (74%),3.3 (75%),2.9 (71%),1.5 (37%),0,0.8,1.2,0.5,4.4,0.8,0.6,1,1,0,0.7 (61%),3.3 (42%),2.9 (45%),0.4 (28%),10.8,1.1,1,0,0,4,0,0,7.32
469,469,Christopher Lungoyi,22,17,66,1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,721min,0.1,1.2,0.6,2,7%,0,0%,0,0%,Feb-18,0/9,0,1,1,1,0,1.25,27,1,0.3,8.0 (70%),3.2 (82%),5.0 (59%),0.1 (40%),0.2 (56%),0.3 (26%),0,0.3,0.9,0.3,2.3,0.5,0.7,0,0,0,0.9 (33%),4.5 (42%),3.7 (42%),0.7 (38%),10.1,1.2,2,0.1,0,7,0,0,6.64
470,470,Mirza Cihan,10,10,77,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,1,0.1,1,0%,0,0%,0,0%,0/2,0/8,0,0,0,0,1,0,40.8,1,0.7,15.7 (74%),6.2 (82%),9.9 (64%),0.4 (27%),0.5 (42%),0.4 (22%),0,0.4,1.3,0,4,1.1,1.3,0,0,0,1.7 (50%),5.7 (48%),4.3 (48%),1.4 (48%),13.9,0.4,1.4,0,0,0,0,0,6.62
471,471,Mehmet Kuzucu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,472,Deian Sorescu,24,21,79,1900,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,380min,0.2,1.8,0.5,2,11%,0,0,0/3,0%,Apr-26,Jan-18,0,0,5,0,4,3.79,47.3,7,1.3,19.3 (71%),7.0 (78%),13.0 (60%),1.1 (48%),1.4 (47%),0.7 (20%),0,0.4,1.2,0.5,3.5,0.8,1,0,0,0,1.3 (52%),4.1 (43%),3.3 (46%),0.8 (34%),15.4,0.9,0.9,0.5,0,7,0,0,7.04
473,473,Mustafa Eskihellaç,21,19,81,1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,1,0.3,0,0%,0,0%,0,0%,0/6,0/14,0,0,0,0,1,1.43,57.7,2,1,27.8 (82%),13.3 (86%),14.8 (75%),1.0 (34%),1.0 (44%),0.3 (30%),0,1.3,1.6,0.2,4.5,1,1.8,0,0,0,2.3 (56%),6.1 (52%),5.3 (53%),0.8 (43%),11.9,1,1.5,0.2,0,4,0,0,6.89
474,474,Eren Erdoğan,6,1,21,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0,11.2,0,0.2,4.7 (80%),1.3 (89%),3.3 (71%),0.0 (0%),0.2 (50%),0.0 (0%),0,0.3,0.7,0,1.2,0.2,0.3,0,0,0,0.2 (25%),1.7 (50%),1.3 (50%),0.3 (50%),3.7,1,0.5,0,0,0,0,0,6.6
475,475,David Okereke,21,19,78,1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,235min,0.3,2.2,1,9,15%,0,0%,0,0%,Jun-37,01-Oct,0,2,5,0,2,1.53,30.6,3,0.8,12.4 (70%),4.4 (83%),8.0 (63%),0.6 (57%),0.4 (42%),0.0 (11%),0,0.1,0.6,0.6,2.5,0.3,1.2,0,0,0,0.8 (46%),4.1 (44%),2.1 (43%),2.0 (44%),9.9,0.6,0.8,0.3,0,2,0,0,6.94
476,476,Kenan Kodro,23,6,32,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,364min,0.1,0.6,0.3,4,15%,0,0%,0,0%,02-Oct,0/3,0,0,2,1,0,0.23,10.3,0,0.3,5.0 (74%),2.3 (95%),2.7 (61%),0.0 (0%),0.2 (67%),0.0 (0%),0,0.1,0,0,0.6,0.3,0.4,0,0,0,0.1 (60%),1.8 (41%),0.4 (29%),1.3 (47%),3.1,0.4,0.3,0.3,0,2,0,0,6.68
477,477,Halil Dervişoğlu,19,11,54,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1024min,0.1,0.9,0.4,1,6%,0,0%,0,0%,01-Dec,0/6,0,0,1,1,1,0.45,25.6,1,0.4,9.4 (73%),2.7 (78%),6.7 (69%),0.3 (71%),0.4 (54%),0.0 (0%),0,0.3,1.4,0.4,2,0.7,0.3,0,0,0,1.7 (57%),5.3 (48%),4.1 (50%),1.2 (41%),8.5,0.8,1,0.2,0,2,0,0,6.78
478,478,İlker Karakaş,4,0,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,1,0,4.5,0,0.3,1.5 (55%),0.8 (100%),0.8 (33%),0.0 (0%),0.0 (0%),0.0 (0%),0,0.3,0.3,0,0,0,0,0,0,0,0.0 (0%),1.0 (27%),0.3 (33%),0.8 (25%),2,0,0,0,0,0,0,0,6.53
479,479,Diogo Sousa,24,23,89,2130,1,0.9,0,2.5 (73%),0.6 (100%),22,18,4,60,2.15,33,26,0,12,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0.11,38.5,0,0,17.1 (63%),12.0 (85%),5.1 (39%),7.0 (41%),1.2 (67%),0.0 (0%),10,0,0,0,9.5,0,1,2,1,0,0.0 (100%),0.6 (93%),0.2 (83%),0.4 (100%),10.3,0,0.2,0,6.3,4,0,0,7.07
480,480,Gökhan Akkan,8,8,83,660,0,1.9,0/1,2.5 (57%),0.4 (100%),15,13,2,20,-5.16,13,5,0,7,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0.01,36.3,0,0,20.4 (71%),18.6 (90%),1.8 (22%),3.9 (32%),1.3 (36%),0.0 (0%),1,0,0,0,6.1,0.1,1.1,0,0,0,0.0 (0%),0.1 (50%),0.1 (50%),0.0 (0%),8.5,0,0.1,0,6.1,0,0,0,6.73
481,481,Rüzgar Adıyaman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,482,Kerem Ersunar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,483,Christophe Hérelle,9,4,38,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.1,0,0,0%,0,0%,0,0%,0/1,0,0,0,0,0,0,0.04,20.9,0,0.1,13.3 (83%),8.7 (91%),4.7 (71%),1.2 (38%),0.8 (44%),0.0 (0%),0,0.4,0.4,0.2,1.9,0.2,1.4,0,0,0,0.1 (100%),1.6 (54%),0.9 (73%),0.7 (40%),2.9,0,0.3,0,0,0,0,0,6.51
484,484,Arlind Ajeti,21,21,88,1854,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.2,0,1,0%,0,0%,0,0%,0/4,0,0,0,0,0,0,0.27,47.5,0,0.2,28.1 (79%),21.6 (93%),6.6 (53%),3.0 (36%),2.4 (44%),0.0 (0%),10,1.6,1.5,0,3.3,0.3,5,1,0,0,0.3 (88%),3.8 (69%),2.0 (68%),1.8 (70%),8.1,0.5,0.1,0,0,3,0,0,6.98
485,485,Ali Aytemur,23,23,90,2070,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.5,0.1,1,0%,0,0%,0,0%,0/11,0/1,0,0,0,0,0,0.26,50.7,0,0.3,29.5 (78%),21.6 (89%),7.9 (59%),2.5 (33%),1.8 (46%),0.0 (0%),11,1,1.2,0.1,3.2,0.1,6.4,2,0,0,0.2 (80%),3.9 (61%),1.7 (67%),2.2 (57%),9.4,0.7,0.4,0,0,2,0,0,7
486,486,Süleyman Özdamar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,487,Ondrej Celustka,21,18,80,1687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.5,0.2,6,0%,0,0%,0,0%,0/10,0,0,0,0,0,0,0.15,40.6,0,0.2,17.9 (71%),12.3 (81%),5.6 (54%),2.1 (38%),1.3 (48%),0.0 (0%),6,0.8,1.3,0.1,2.2,0.3,3.7,0,1,0,0.1 (50%),3.6 (59%),1.8 (61%),1.8 (57%),9.9,0.5,0.5,0,0,4,0,0,6.84
488,488,Murat Sipahioğlu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,489,Cenk Şen,23,21,80,1835,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1835min,0,0.2,0,1,25%,0,0%,0,0%,0/2,01-Feb,0,1,0,0,0,1.49,48.9,4,0.9,19.8 (78%),10.4 (83%),9.9 (67%),1.3 (34%),1.1 (52%),0.5 (28%),8,2,1.6,0.1,4.5,0.7,3.4,1,0,0,0.7 (56%),4.6 (59%),3.7 (65%),0.9 (44%),10.9,0.4,1.4,0,0,3,0,0,7.06
490,490,Üzeyir Ergün,18,13,64,1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.2,0,0,0%,0,0%,0,0%,0,0/3,0,0,0,0,1,0.96,38.9,3,0.7,13.1 (69%),6.8 (78%),7.0 (53%),1.1 (31%),0.6 (31%),0.8 (26%),0,0.8,1.8,0,2.7,0.8,2.6,0,0,0,0.4 (54%),3.3 (57%),2.7 (61%),0.6 (42%),11.8,0.5,0.6,0,0,2,0,0,6.99
491,491,Musah Mohammed,21,21,82,1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,1.4,0.3,3,0%,0,0%,0,0%,0/8,0/21,0,0,0,0,3,1.07,40,3,0.6,18.2 (69%),8.0 (84%),10.3 (59%),2.6 (49%),1.1 (43%),0.1 (27%),0,0.9,1.2,0.4,4.4,0.5,2.3,0,0,0,0.5 (58%),6.4 (54%),2.8 (45%),3.6 (65%),11.7,2.1,1,0,0,5,0,1,6.94
492,492,Yusuf Sertkaya,5,1,28,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0,20.4,0,0.4,13.4 (85%),8.8 (100%),4.6 (66%),0.6 (38%),1.0 (56%),0.0 (0%),0,0.2,0.6,0,1.8,0.8,0.6,0,0,0,0.2 (50%),1.6 (36%),1.0 (31%),0.6 (50%),3.2,1,0.2,0,0,1,0,0,6.48
493,493,Ahmet Aslan,15,9,53,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.3,0,0,0%,0,0%,0,0%,0,0/4,0,0,0,1,0,0.27,21.2,1,0.2,9.3 (70%),5.6 (76%),3.9 (60%),0.7 (42%),0.5 (31%),0.1 (33%),0,0.5,1.2,0.1,2.5,0.7,1.2,0,1,0,0.1 (100%),2.6 (51%),2.1 (53%),0.5 (44%),5.2,0.7,0.9,0,0,1,0,0,6.7
494,494,Gabriel Obekpa,2,2,90,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5 (63%),0,0,1.5 (43%),0,0.0 (0%),0,0,0,0,6.5,2,3,1,0,0,1.0 (40%),11.0 (48%),0,3.0 (60%),0,0,1,0,0,0,0,0,6.55
495,495,Erkan Değişmez,3,2,47,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0.01,18.7,0,0,10.3 (84%),7.0 (88%),3.3 (77%),0.0 (0%),0.0 (0%),0.0 (0%),0,1,2,0,3,0.3,1.3,0,0,0,0.0 (0%),3.0 (53%),3.0 (60%),0.0 (0%),2,1.7,1,0,0,0,0,0,6.63
496,496,Taylan Antalyalı,16,14,77,1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.8,0.2,1,0%,0,0,0,0%,0/6,0/7,0,0,0,0,1,0.71,44.9,1,0.3,25.4 (81%),14.1 (89%),11.6 (71%),2.2 (59%),2.1 (52%),0.3 (50%),0,1,2.1,0.4,4.6,0.8,2,0,0,0,0.8 (60%),4.8 (55%),3.6 (56%),1.2 (50%),8.6,1.1,0.9,0,0,2,0,0,6.89
497,497,Samet Yalçın,11,9,72,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.9,0.2,2,0%,0,0%,0,0%,0/6,0/4,0,0,0,0,0,0,32.5,0,0.4,17.7 (81%),8.5 (91%),9.3 (70%),1.0 (41%),0.8 (64%),0.1 (17%),0,1.5,1.8,0.5,2.4,0.6,1,0,0,0,0.5 (71%),3.5 (51%),2.6 (52%),0.8 (50%),6.6,1.1,0.4,0,0,3,0,0,6.84
498,498,Mustafa Erdilman,6,2,31,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.3,0,0,0%,0,0%,0,0%,0/2,0,0,0,0,0,0,0,24.5,0,0.5,14.0 (76%),8.0 (89%),7.0 (62%),0.8 (29%),0.3 (13%),1.0 (50%),0,0.5,0,0.3,1.3,0,0.5,0,0,0,0.2 (33%),1.3 (42%),0.5 (33%),0.8 (50%),6.5,0.7,0.3,0,0,0,0,0,6.72
499,499,Enes Öğrüce,6,0,8,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.3,0.2,0,0%,0,0%,0,0%,0,0/2,0,0,0,0,0,0.01,6.7,0,0,2.5 (68%),1.5 (90%),1.0 (50%),0.3 (50%),0.3 (50%),0.0 (0%),0,0.2,0.7,0,0.8,0,0,0,0,0,0.0 (0%),0.8 (38%),0.8 (45%),0.0 (0%),1.8,0.8,0.2,0,0,1,0,0,6.7
500,500,Tunahan Akpınar,4,0,13,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.3,0.3,0,0%,0,0,0,0%,0/1,0,0,0,0,0,0,0,6.3,0,0,3.3 (76%),1.3 (100%),2.0 (67%),0.0 (0%),0.0 (0%),0.0 (0%),0,0,0,0,0,0.5,0,0,0,0,0.3 (100%),0.3 (20%),0.3 (25%),0.0 (0%),2,0,0,0,0,0,0,0,6.45
501,501,Fredy,25,23,80,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,667min,0.1,1.5,0.4,1,8%,0,0%,0/5,0%,Jan-18,Feb-20,1,0,2,0,1,3.59,52.7,9,1.4,23.2 (72%),9.0 (80%),15.0 (60%),1.2 (37%),1.8 (48%),0.9 (22%),0,0.9,2.3,0.4,4.3,1.5,1.7,1,0,0,1.0 (56%),5.5 (51%),4.8 (53%),0.8 (43%),15.7,1.3,1.5,0.2,0,0,0,1,7.15
502,502,Zdravko Dimitrov,3,0,30,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.7,0,0,0%,0,0%,0/1,0%,0,0/2,0,0,0,0,0,0,13,0,0,4.0 (67%),1.3 (67%),2.7 (53%),0.3 (100%),0.0 (0%),0.0 (0%),0,0.3,0.3,0,2.3,0.3,0,0,0,0,1.3 (67%),2.3 (50%),2.3 (50%),0.0 (0%),5,0.3,0.7,0,0,0,0,0,7.02
503,503,Haqi Osman,9,0,12,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.1,0,0,0%,0,0%,0,0%,0/1,0,0,0,0,0,0,0.02,6.3,0,0,1.9 (89%),0.6 (83%),1.3 (92%),0.1 (50%),0.1 (50%),0.0 (0%),0,0.2,0.2,0.1,1.1,0.1,0,0,0,0,0.3 (20%),0.7 (23%),0.7 (29%),0.0 (0%),2.9,0,0.1,0.3,0,0,0,0,6.57
504,504,Ege Bilsel,17,11,54,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.2,0,1,0%,0,0%,0,0%,0/3,0/1,0,0,0,1,2,0.87,33,1,0.5,14.8 (80%),7.1 (84%),7.8 (76%),1.1 (63%),0.6 (39%),0.2 (43%),2,0.7,1.6,0,2.8,0.6,1,0,0,0,0.8 (52%),3.8 (55%),3.2 (58%),0.5 (43%),7.9,0.4,0.9,0,0,2,1,1,6.73
505,505,Pedro Brazão,17,7,39,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.9,0.2,1,0%,0,0%,0/1,0%,0/9,0/6,0,0,0,0,0,1.19,22.5,1,0.7,9.4 (78%),2.7 (85%),6.8 (71%),0.8 (76%),0.5 (60%),0.1 (17%),0,0.2,1.1,0.5,2.9,0.6,0.1,0,0,0,1.6 (58%),3.5 (48%),3.4 (48%),0.1 (50%),6.6,1.2,0.6,0,0,2,0,0,6.81
506,506,Kenan Özer,7,0,16,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,113min,0.1,0.6,0.1,0,25%,0,0,0/1,0%,01-Jan,0/3,0,0,1,0,0,0.47,10.9,0,0.3,6.4 (87%),1.0 (70%),5.7 (82%),0.6 (80%),0.9 (86%),0.3 (29%),0,0,0,0.1,1.3,0.3,0.1,0,0,0,0.4 (75%),0.9 (46%),0.6 (40%),0.3 (67%),2.3,0.3,0.3,0,0,1,0,0,6.88
507,507,Taulant Seferi,22,17,69,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,507min,0.1,1.8,0.5,5,8%,0,0,0,0%,Feb-27,01-Dec,0,1,2,0,1,1.2,30.1,1,0.8,12.4 (72%),5.2 (85%),7.3 (61%),0.7 (52%),0.4 (60%),0.1 (12%),0,0.4,1.2,0.3,3.5,0.6,0.5,0,0,0,0.9 (61%),3.3 (40%),2.8 (43%),0.5 (31%),9.7,1.7,0.8,0.6,0,2,1,1,6.95
508,508,Gökdeniz Bayrakdar,22,14,59,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,1.3,0.3,3,0%,0,0%,0,0%,0/16,0/12,0,0,0,1,0,0.39,25.4,0,0.4,9.2 (70%),3.6 (79%),5.6 (60%),0.5 (44%),0.7 (71%),0.0 (7%),0,0.3,1,0.5,2.7,0.6,0.5,1,0,0,0.6 (33%),2.6 (35%),2.4 (37%),0.3 (25%),8.6,1.2,0.7,0.2,0,3,0,0,6.7
509,509,George Pușcaș,26,19,61,1578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,225min,0.3,1.5,0.6,5,18%,0,0,0,0%,Jul-30,0/8,2,0,5,0,1,1.24,19.1,1,0.7,6.9 (70%),2.7 (80%),4.3 (63%),0.2 (100%),0.3 (62%),0.1 (22%),0,0.1,0.4,0.3,1.2,0.1,0.5,1,0,0,0.6 (47%),2.7 (42%),1.4 (40%),1.2 (44%),7.3,0.7,0.5,0.3,0,1,0,0,6.8
510,510,Celal Dumanlı,17,1,15,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.2,0,0,0%,0,0%,0,0%,0/2,0/2,0,0,0,0,0,0.06,6.9,0,0.3,1.8 (49%),0.4 (70%),1.4 (45%),0.1 (50%),0.1 (67%),0.1 (50%),0,0.1,0.4,0.1,0.4,0.5,0.3,0,0,0,0.0 (0%),2.5 (51%),0.9 (47%),1.5 (53%),2.6,0.5,0.5,0.2,0,3,0,0,6.69
511,511,Deniz Dönmezer,13,13,84,1094,1,2.3,02-Apr,3.9 (63%),1.0 (93%),30,28,2,51,1.25,37,13,1,7,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0.01,39.5,0,0,13.6 (53%),10.8 (74%),2.8 (26%),4.5 (28%),1.0 (43%),0.0 (0%),0,0,0,0,9.6,0.2,1.2,1,3,2,0.0 (0%),0.6 (67%),0.4 (56%),0.2 (100%),12.1,0.2,0.5,0,6,1,0,0,6.86
512,512,Murat Eser,3,1,35,106,0,0.7,0,2.0 (75%),1.0 (100%),2,1,1,6,0.93,4,2,0,1,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0,15.7,0,0,6.0 (58%),5.0 (63%),1.0 (43%),2.7 (40%),0.0 (0%),0.0 (0%),0,0,0,0,3.3,0,0.3,0,2,0,0.0 (0%),0.0 (0%),0.0 (0%),0.0 (0%),4.3,0,0,0,3.3,1,0,0,5.9
513,513,Vedat Karakuş,13,11,81,1050,1,1.9,0/2,3.1 (62%),0.8 (91%),25,21,4,40,-1.51,24,16,0,12,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0.01,33.5,0,0,14.5 (62%),12.5 (84%),2.0 (23%),3.6 (29%),1.2 (41%),0.0 (0%),1,0.2,0.2,0,7.5,0,1,0,0,1,0.0 (0%),0.5 (88%),0.4 (83%),0.2 (100%),9.3,0.1,0.2,0,6.6,3,0,0,6.76
514,514,Andreaw Gravillon,8,8,90,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,360min,0.3,1.6,0.6,0,15%,0,0,0/3,0%,01-Feb,01-Nov,0,1,1,1,0,0.16,56.9,0,0.6,33.8 (82%),19.1 (85%),14.8 (77%),4.1 (52%),3.8 (61%),0.1 (25%),0,1,0.5,0.3,4.1,0,2.8,0,1,0,1.0 (67%),3.4 (59%),2.3 (56%),1.1 (64%),11.4,0.1,0.9,0,0,0,0,0,6.74
515,515,Semih Güler,25,21,78,1958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,653min,0.1,0.7,0.3,0,18%,0,0%,0/2,0%,02-Jun,01-Nov,1,0,2,0,0,0.41,54.7,1,0.3,35.0 (81%),23.8 (94%),11.3 (63%),5.8 (51%),3.5 (59%),0.1 (60%),2,0.8,1,0.1,3.4,0.5,4.1,2,1,0,0.2 (83%),1.9 (52%),1.4 (58%),0.5 (40%),9,0.4,0.2,0,0,7,0,0,6.83
516,516,Jovan Manev,3,0,18,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0,13.3,0,0,8.0 (92%),5.7 (94%),2.3 (88%),0.7 (67%),0.3 (100%),0.0 (0%),0,0,0,0,0.3,0,2,0,0,0,0.0 (0%),0.3 (20%),0.0 (0%),0.3 (50%),2.7,0.7,0,0,0,0,0,0,6.46
517,517,Tolga Kalender,17,15,77,1317,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1317min,0.1,0.3,0.2,0,20%,0,0%,0,0%,01-May,0,1,0,0,0,1,0.17,45.7,0,0.2,25.5 (83%),18.8 (92%),6.8 (64%),1.5 (33%),0.9 (28%),0.1 (50%),2,1.1,2,0.1,2.6,0.6,5.4,1,0,1,0.0 (0%),4.9 (65%),2.8 (69%),2.1 (60%),6.5,0.5,0.9,0,0,0,0,1,7.09
