League,Week,Date,Home Team,Home Goals,Away Team,Away Goals,Season
1.Lig,Round 20,17/01/25,Şanlıurfaspor,0,Ankaragücü,1,24/25
1.Lig,Round 20,18/01/25,Erzurumspor,2,Bandırmaspor,0,24/25
1.Lig,Round 20,18/01/25,Amed,1,Karagümrük,1,24/25
1.Lig,Round 20,18/01/25,Erokspor,1,Adanaspor,0,24/25
1.Lig,Round 20,18/01/25,Çorum,3,Ümraniyespor,1,24/25
1.Lig,Round 20,19/01/25,Iğdır,0,Boluspor,1,24/25
1.Lig,Round 20,19/01/25,Keçiörengücü,2,Sakaryaspor,3,24/25
1.Lig,Round 20,19/01/25,Pendikspor,4,Yeni Malatyaspor,0,24/25
1.Lig,Round 20,19/01/25,Manisa,0,İstanbulspor,1,24/25
1.Lig,Round 20,20/01/25,Gençlerbirliği,1,Kocaelispor,0,24/25
1.Lig,Round 21,24/01/25,Ümraniyespor,1,Şanlıurfaspor,0,24/25
1.Lig,Round 21,25/01/25,Boluspor,0,Gençlerbirliği,2,24/25
1.Lig,Round 21,25/01/25,Yeni Malatyaspor,0,Erokspor,1,24/25
1.Lig,Round 21,25/01/25,İstanbulspor,1,Amed,0,24/25
1.Lig,Round 21,25/01/25,Adanaspor,0,Iğdır,0,24/25
1.Lig,Round 21,26/01/25,Bandırmasporx2,1,Keçiörengücü,2,24/25
1.Lig,Round 21,26/01/25,Ankaragücü,1,Erzurumspor,2,24/25
1.Lig,Round 21,26/01/25,Karagümrükx2,1,Çorum,0,24/25
1.Lig,Round 21,26/01/25,Kocaelispor,3,Pendikspor,0,24/25
1.Lig,Round 21,27/01/25,Sakaryaspor,1,Manisa,2,24/25
1.Lig,Round 22,31/01/25,Çorum,4,Bandırmaspor,0,24/25
1.Lig,Round 22,01/02/25,Erzurumspor,1,Kocaelispor,1,24/25
1.Lig,Round 22,01/02/25,Keçiörengücü,7,Yeni Malatyaspor,0,24/25
1.Lig,Round 22,01/02/25,Gençlerbirliği,2,Iğdır,0,24/25
1.Lig,Round 22,01/02/25,Pendikspor,1,Adanaspor,0,24/25
1.Lig,Round 22,02/02/25,Şanlıurfaspor,1,İstanbulspor,0,24/25
1.Lig,Round 22,02/02/25,Ümraniyespor,2,Ankaragücü,1,24/25
1.Lig,Round 22,02/02/25,Amed,2,Sakaryaspor,2,24/25
1.Lig,Round 22,02/02/25,Manisa,2,Karagümrük,2,24/25
1.Lig,Round 22,02/02/25,Erokspor,1,Boluspor,1,24/25
1.Lig,Round 23,07/02/25,Gençlerbirliği,1,Erokspor,1,24/25
1.Lig,Round 23,08/02/25,Iğdır,1,Pendikspor,0,24/25
1.Lig,Round 23,08/02/25,Yeni Malatyaspor,0,Erzurumspor,7,24/25
1.Lig,Round 23,08/02/25,Adanaspor,2,Manisa,1,24/25
1.Lig,Round 23,08/02/25,Sakaryaspor,2,Çorum,1,24/25
1.Lig,Round 23,08/02/25,Kocaelispor,1,Amed,0,24/25
1.Lig,Round 23,09/02/25,Bandırmaspor,3,Şanlıurfaspor,2,24/25
1.Lig,Round 23,09/02/25,Boluspor,1,Keçiörengücü,1,24/25
1.Lig,Round 23,09/02/25,İstanbulspor,1,Ankaragücü,0,24/25
1.Lig,Round 23,09/02/25,Karagümrük,1,Ümraniyespor,0,24/25
1.Lig,Round 24,11/02/25,Çorum,2,Yeni Malatyaspor,0,24/25
1.Lig,Round 24,11/02/25,Manisa,0,Kocaelispor,2,24/25
1.Lig,Round 24,12/02/25,Erzurumspor,1,Gençlerbirliği,2,24/25
1.Lig,Round 24,12/02/25,Keçiörengücü,3,Adanaspor,0,24/25
1.Lig,Round 24,12/02/25,Erokspor,3,Iğdırx2,1,24/25
1.Lig,Round 24,12/02/25,Amed,2,Bandırmaspor,1,24/25
1.Lig,Round 24,13/02/25,Pendikspor,1,Boluspor,0,24/25
1.Lig,Round 24,13/02/25,Şanlıurfaspor,0,Sakaryaspor,1,24/25
1.Lig,Round 24,13/02/25,Ankaragücü,0,Karagümrük,1,24/25
1.Lig,Round 24,13/02/25,Ümraniyespor,2,İstanbulspor,1,24/25
1.Lig,Round 25,15/02/25,Yeni Malatyaspor,0,Manisa,6,24/25
1.Lig,Round 25,15/02/25,Kocaelispor,2,Çorum,0,24/25
1.Lig,Round 25,16/02/25,Boluspor,0,Amedx2,0,24/25
1.Lig,Round 25,16/02/25,Iğdır,3,Keçiörengücü,0,24/25
1.Lig,Round 25,16/02/25,Gençlerbirliği,3,Pendiksporx2,0,24/25
1.Lig,Round 25,16/02/25,Erokspor,1,Erzurumspor,2,24/25
1.Lig,Round 25,17/02/25,Bandırmaspor,1,İstanbulspor,0,24/25
1.Lig,Round 25,17/02/25,Adanaspor,1,Ümraniyespor,1,24/25
1.Lig,Round 25,17/02/25,Karagümrük,1,Şanlıurfaspor,1,24/25
1.Lig,Round 25,17/02/25,Sakaryaspor,2,Ankaragücüx2,2,24/25
1.Lig,Round 26,21/02/25,Manisa,0,Boluspor,2,24/25
1.Lig,Round 26,22/02/25,Keçiörengücü,3,Gençlerbirliği,3,24/25
1.Lig,Round 26,22/02/25,Şanlıurfaspor,0,Kocaelispor,0,24/25
1.Lig,Round 26,22/02/25,Çorum,1,Adanaspor,1,24/25
1.Lig,Round 26,22/02/25,İstanbulspor,2,Karagümrük,0,24/25
1.Lig,Round 26,22/02/25,Ankaragücü,4,Bandırmaspor,0,24/25
1.Lig,Round 26,23/02/25,Erzurumspor,0,Iğdır,0,24/25
1.Lig,Round 26,23/02/25,Pendikspor,2,Erokspor,2,24/25
1.Lig,Round 26,23/02/25,Amed,4,Yeni Malatyaspor,0,24/25
1.Lig,Round 26,23/02/25,Ümraniyespor,0,Sakaryaspor,0,24/25
1.Lig,Round 27,28/02/25,Gençlerbirliği,3,Manisa,0,24/25
1.Lig,Round 27,01/03/25,Erokspor,1,Amed,1,24/25
1.Lig,Round 27,01/03/25,Yeni Malatyaspor,1,Şanlıurfaspor,4,24/25
1.Lig,Round 27,01/03/25,Iğdır,1,Çorum,0,24/25
1.Lig,Round 27,01/03/25,Pendikspor,0,Keçiörengücü,2,24/25
1.Lig,Round 27,02/03/25,Bandırmaspor,2,Ümraniyespor,0,24/25
1.Lig,Round 27,02/03/25,Boluspor,0,Erzurumspor,0,24/25
1.Lig,Round 27,02/03/25,Adanaspor,2,Ankaragücü,0,24/25
1.Lig,Round 27,02/03/25,Sakaryaspor,1,Karagümrük,3,24/25
1.Lig,Round 27,03/03/25,Kocaelispor,1,İstanbulspor,1,24/25
1.Lig,Round 28,04/03/25,Manisa,0,Iğdır,1,24/25
1.Lig,Round 28,04/03/25,Amed,1,Gençlerbirliği,1,24/25
1.Lig,Round 28,05/03/25,Keçiörengücü,2,Erokspor,2,24/25
1.Lig,Round 28,05/03/25,Çorum,0,Boluspor,2,24/25
1.Lig,Round 28,05/03/25,Şanlıurfaspor,1,Adanaspor,2,24/25
1.Lig,Round 28,05/03/25,Karagümrük,1,Bandırmaspor,2,24/25
1.Lig,Round 28,06/03/25,Erzurumspor,2,Pendikspor,4,24/25
1.Lig,Round 28,06/03/25,İstanbulspor,3,Sakaryaspor,0,24/25
1.Lig,Round 28,06/03/25,Ankaragücü,3,Yeni Malatyaspor,0,24/25
1.Lig,Round 28,06/03/25,Ümraniyespor,1,Kocaelispor,1,24/25
1.Lig,Round 29,08/03/25,Iğdır,2,Şanlıurfaspor,2,24/25
1.Lig,Round 29,08/03/25,Erokspor,1,Manisa,1,24/25
1.Lig,Round 29,09/03/25,Yeni Malatyaspor,0,Ümraniyespor,5,24/25
1.Lig,Round 29,09/03/25,Adanaspor,1,Karagümrük,2,24/25
1.Lig,Round 29,09/03/25,Gençlerbirliği,1,Çorum,2,24/25
1.Lig,Round 29,09/03/25,Sakaryaspor,2,Bandırmaspor,2,24/25
1.Lig,Round 29,10/03/25,Keçiörengücü,1,Erzurumspor,3,24/25
1.Lig,Round 29,10/03/25,Boluspor,1,İstanbulspor,0,24/25
1.Lig,Round 29,10/03/25,Pendikspor,0,Amed,1,24/25
1.Lig,Round 29,10/03/25,Kocaelispor,1,Ankaragücü,1,24/25
1.Lig,Round 30,14/03/25,Bandırmaspor,1,Adanaspor,0,24/25
1.Lig,Round 30,14/03/25,Şanlıurfaspor,0,Erokspor,2,24/25
1.Lig,Round 30,15/03/25,Manisa,2,Pendikspor,0,24/25
1.Lig,Round 30,15/03/25,Ümraniyespor,1,Boluspor,0,24/25
1.Lig,Round 30,15/03/25,Ankaragücü,0,Iğdır,4,24/25
1.Lig,Round 30,15/03/25,Sakaryaspor,5,Yeni Malatyaspor,0,24/25
1.Lig,Round 30,16/03/25,Çorum,3,Keçiörengücü,2,24/25
1.Lig,Round 30,16/03/25,İstanbulspor,5,Gençlerbirliği,0,24/25
1.Lig,Round 30,16/03/25,Amed,1,Erzurumspor,2,24/25
1.Lig,Round 30,16/03/25,Karagümrükx2,1,Kocaelispor,1,24/25
1.Lig,Round 31,28/03/25,Boluspor,-,Bandırmaspor,-,24/25
1.Lig,Round 31,28/03/25,Erzurumspor,-,Manisa,-,24/25
1.Lig,Round 31,28/03/25,Gençlerbirliği,-,Şanlıurfaspor,-,24/25
1.Lig,Round 31,28/03/25,Iğdır,-,Ümraniyespor,-,24/25
1.Lig,Round 31,29/03/25,Keçiörengücü,-,Amed,-,24/25
1.Lig,Round 31,29/03/25,Yeni Malatyaspor,-,Karagümrük,-,24/25
1.Lig,Round 31,29/03/25,Adanaspor,-,İstanbulspor,-,24/25
1.Lig,Round 31,29/03/25,Pendikspor,-,Çorum,-,24/25
1.Lig,Round 31,31/03/25,Erokspor,-,Ankaragücü,-,24/25
1.Lig,Round 31,31/03/25,Kocaelispor,-,Sakaryaspor,-,24/25
1.Lig,Round 32,04/04/25,İstanbulspor,-,Yeni Malatyaspor,-,24/25
1.Lig,Round 32,04/04/25,Amed,-,Iğdır,-,24/25
1.Lig,Round 32,04/04/25,Şanlıurfaspor,-,Boluspor,-,24/25
1.Lig,Round 32,05/04/25,Manisa,-,Keçiörengücü,-,24/25
1.Lig,Round 32,05/04/25,Sakaryaspor,-,Adanaspor,-,24/25
1.Lig,Round 32,05/04/25,Çorum,-,Erokspor,-,24/25
1.Lig,Round 32,05/04/25,Karagümrük,-,Erzurumspor,-,24/25
1.Lig,Round 32,06/04/25,Ümraniyespor,-,Pendikspor,-,24/25
1.Lig,Round 32,06/04/25,Bandırmaspor,-,Kocaelispor,-,24/25
1.Lig,Round 32,06/04/25,Ankaragücü,-,Gençlerbirliği,-,24/25
1.Lig,Round 33,08/04/25,Keçiörengücü,-,Şanlıurfaspor,-,24/25
1.Lig,Round 33,08/04/25,Iğdır,-,İstanbulspor,-,24/25
1.Lig,Round 33,08/04/25,Manisa,-,Amed,-,24/25
1.Lig,Round 33,09/04/25,Erzurumspor,-,Çorum,-,24/25
1.Lig,Round 33,09/04/25,Erokspor,-,Karagümrük,-,24/25
1.Lig,Round 33,09/04/25,Boluspor,-,Sakaryaspor,-,24/25
1.Lig,Round 33,09/04/25,Pendikspor,-,Ankaragücü,-,24/25
1.Lig,Round 33,10/04/25,Yeni Malatyaspor,-,Bandırmaspor,-,24/25
1.Lig,Round 33,10/04/25,Gençlerbirliği,-,Ümraniyespor,-,24/25
1.Lig,Round 33,10/04/25,Adanaspor,-,Kocaelispor,-,24/25
1.Lig,Round 34,12/04/25,İstanbulspor,-,Keçiörengücü,-,24/25
1.Lig,Round 34,12/04/25,Şanlıurfaspor,-,Amed,-,24/25
1.Lig,Round 34,13/04/25,Sakaryaspor,-,Pendikspor,-,24/25
1.Lig,Round 34,13/04/25,Karagümrük,-,Gençlerbirliği,-,24/25
1.Lig,Round 34,13/04/25,Çorum,-,Manisa,-,24/25
1.Lig,Round 34,13/04/25,Ankaragücü,-,Boluspor,-,24/25
1.Lig,Round 34,14/04/25,Bandırmaspor,-,Iğdır,-,24/25
1.Lig,Round 34,14/04/25,Ümraniyespor,-,Erokspor,-,24/25
1.Lig,Round 34,14/04/25,Adanaspor,-,Erzurumspor,-,24/25
1.Lig,Round 34,14/04/25,Kocaelispor,-,Yeni Malatyaspor,-,24/25
1.Lig,Round 35,18/04/25,Manisa,-,Ankaragücü,-,24/25
1.Lig,Round 35,19/04/25,Erzurumspor,-,İstanbulspor,-,24/25
1.Lig,Round 35,19/04/25,Pendikspor,-,Şanlıurfaspor,-,24/25
1.Lig,Round 35,19/04/25,Amed,-,Çorum,-,24/25
1.Lig,Round 35,19/04/25,Boluspor,-,Karagümrük,-,24/25
1.Lig,Round 35,20/04/25,Keçiörengücü,-,Ümraniyespor,-,24/25
1.Lig,Round 35,20/04/25,Yeni Malatyaspor,-,Adanaspor,-,24/25
1.Lig,Round 35,20/04/25,Erokspor,-,Kocaelispor,-,24/25
1.Lig,Round 35,20/04/25,Gençlerbirliği,-,Bandırmaspor,-,24/25
1.Lig,Round 35,21/04/25,Iğdır,-,Sakaryaspor,-,24/25
1.Lig,Round 36,27/04/25,Adanaspor,-,Gençlerbirliği,-,24/25
1.Lig,Round 36,27/04/25,Bandırmaspor,-,Erokspor,-,24/25
1.Lig,Round 36,27/04/25,Karagümrük,-,Keçiörengücü,-,24/25
1.Lig,Round 36,27/04/25,İstanbulspor,-,Pendikspor,-,24/25
1.Lig,Round 36,27/04/25,Kocaelispor,-,Boluspor,-,24/25
1.Lig,Round 36,27/04/25,Ankaragücü,-,Çorum,-,24/25
1.Lig,Round 36,27/04/25,Sakaryaspor,-,Erzurumspor,-,24/25
1.Lig,Round 36,27/04/25,Şanlıurfaspor,-,Manisa,-,24/25
1.Lig,Round 36,27/04/25,Ümraniyespor,-,Amed,-,24/25
1.Lig,Round 36,27/04/25,Yeni Malatyaspor,-,Iğdır,-,24/25
1.Lig,Round 37,04/05/25,Amed,-,Adanaspor,-,24/25
1.Lig,Round 37,04/05/25,Boluspor,-,Yeni Malatyaspor,-,24/25
1.Lig,Round 37,04/05/25,Çorum,-,Şanlıurfaspor,-,24/25
1.Lig,Round 37,04/05/25,Erzurumspor,-,Ümraniyespor,-,24/25
1.Lig,Round 37,04/05/25,Erokspor,-,İstanbulspor,-,24/25
1.Lig,Round 37,04/05/25,Gençlerbirliği,-,Sakaryaspor,-,24/25
1.Lig,Round 37,04/05/25,Iğdır,-,Kocaelispor,-,24/25
1.Lig,Round 37,04/05/25,Keçiörengücü,-,Ankaragücü,-,24/25
1.Lig,Round 37,04/05/25,Manisa,-,Bandırmaspor,-,24/25
1.Lig,Round 37,04/05/25,Pendikspor,-,Karagümrük,-,24/25
1.Lig,Round 38,10/05/25,Adanaspor,-,Boluspor,-,24/25
1.Lig,Round 38,10/05/25,Bandırmaspor,-,Pendikspor,-,24/25
1.Lig,Round 38,10/05/25,Karagümrük,-,Iğdır,-,24/25
1.Lig,Round 38,10/05/25,İstanbulspor,-,Çorum,-,24/25
1.Lig,Round 38,10/05/25,Kocaelispor,-,Keçiörengücü,-,24/25
1.Lig,Round 38,10/05/25,Ankaragücü,-,Amed,-,24/25
1.Lig,Round 38,10/05/25,Sakaryaspor,-,Erokspor,-,24/25
1.Lig,Round 38,10/05/25,Şanlıurfaspor,-,Erzurumspor,-,24/25
1.Lig,Round 38,10/05/25,Ümraniyespor,-,Manisa,-,24/25
1.Lig,Round 38,10/05/25,Yeni Malatyaspor,-,Gençlerbirliği,-,24/25
PKO BP Ekstraklasa,Round 1,15/07/22,Raków,1,Warta Poznań,0,22/23
PKO BP Ekstraklasa,Round 1,15/07/22,Zagłębie L.,0,Śląsk,0,22/23
PKO BP Ekstraklasa,Round 1,16/07/22,Lech,0,Stal Mielec,2,22/23
PKO BP Ekstraklasa,Round 1,16/07/22,Jagiellonia,2,Piast,0,22/23
PKO BP Ekstraklasa,Round 1,16/07/22,Korona,1,Legia,1,22/23
PKO BP Ekstraklasa,Round 1,17/07/22,Radomiak,1,Miedź,1,22/23
PKO BP Ekstraklasa,Round 1,17/07/22,Wisła Płock,3,Lechia,0,22/23
PKO BP Ekstraklasa,Round 1,17/07/22,Pogoń,2,Widzew Łódź,1,22/23
PKO BP Ekstraklasa,Round 1,18/07/22,Górnik,0,Cracovia,2,22/23
PKO BP Ekstraklasa,Round 2,22/07/22,Warta Poznań,0,Wisła Płock,4,22/23
PKO BP Ekstraklasa,Round 2,22/07/22,Jagiellonia,0,Widzew Łódź,2,22/23
PKO BP Ekstraklasa,Round 2,23/07/22,Cracovia,2,Korona,0,22/23
PKO BP Ekstraklasa,Round 2,23/07/22,Legia,2,Zagłębie L.,0,22/23
PKO BP Ekstraklasa,Round 2,24/07/22,Miedź,,Lech,,22/23
PKO BP Ekstraklasa,Round 2,24/07/22,Piast,,Raków,,22/23
PKO BP Ekstraklasa,Round 2,24/07/22,Śląsk,2,Pogoń,1,22/23
PKO BP Ekstraklasa,Round 2,24/07/22,Lechia,,Górnik,,22/23
PKO BP Ekstraklasa,Round 2,25/07/22,Stal Mielec,1,Radomiak,1,22/23
PKO BP Ekstraklasa,Round 2,06/10/22,Piast,0,Raków,1,22/23
PKO BP Ekstraklasa,Round 2,18/11/22,Lechia,2,Górnik,1,22/23
PKO BP Ekstraklasa,Round 2,01/02/23,Miedź,2,Lech,2,22/23
PKO BP Ekstraklasa,Round 3,29/07/22,Piast,0,Zagłębie L.,1,22/23
PKO BP Ekstraklasa,Round 3,29/07/22,Cracovia,3,Legia,0,22/23
PKO BP Ekstraklasa,Round 3,30/07/22,Radomiak,0,Górnik,3,22/23
PKO BP Ekstraklasa,Round 3,30/07/22,Miedź,1,Warta Poznań,2,22/23
PKO BP Ekstraklasa,Round 3,31/07/22,Pogoń,1,Jagiellonia,0,22/23
PKO BP Ekstraklasa,Round 3,31/07/22,Lech,1,Wisła Płock,3,22/23
PKO BP Ekstraklasa,Round 3,31/07/22,Raków,3,Stal Mielec,2,22/23
PKO BP Ekstraklasa,Round 3,31/07/22,Widzew Łódź,2,Lechia,3,22/23
PKO BP Ekstraklasa,Round 3,01/08/22,Korona,3,Śląsk,1,22/23
PKO BP Ekstraklasa,Round 4,05/08/22,Stal Mielec,2,Cracovia,0,22/23
PKO BP Ekstraklasa,Round 4,05/08/22,Legia,2,Piast,0,22/23
PKO BP Ekstraklasa,Round 4,06/08/22,Lechia,0,Korona,1,22/23
PKO BP Ekstraklasa,Round 4,06/08/22,Jagielloniax2,1,Radomiak,2,22/23
PKO BP Ekstraklasa,Round 4,06/08/22,Śląsk,0,Widzew Łódź,0,22/23
PKO BP Ekstraklasa,Round 4,07/08/22,Warta Poznań,1,Pogoń,2,22/23
PKO BP Ekstraklasa,Round 4,07/08/22,Zagłębie L.,1,Lech,1,22/23
PKO BP Ekstraklasa,Round 4,07/08/22,Górnik,1,Raków,0,22/23
PKO BP Ekstraklasa,Round 4,08/08/22,Wisła Płock,4,Miedź,1,22/23
PKO BP Ekstraklasa,Round 5,12/08/22,Miedź,0,Zagłębie L.,1,22/23
PKO BP Ekstraklasa,Round 5,12/08/22,Widzew Łódź,1,Legia,2,22/23
PKO BP Ekstraklasa,Round 5,13/08/22,Cracovia,0,Piast,1,22/23
PKO BP Ekstraklasa,Round 5,13/08/22,Górnik,1,Stal Mielec,3,22/23
PKO BP Ekstraklasa,Round 5,13/08/22,Pogoń,2,Wisła Płock,2,22/23
PKO BP Ekstraklasa,Round 5,14/08/22,Radomiak,4,Lechia,1,22/23
PKO BP Ekstraklasa,Round 5,14/08/22,Raków,2,Jagiellonia,2,22/23
PKO BP Ekstraklasa,Round 5,14/08/22,Lech,0,Śląsk,1,22/23
PKO BP Ekstraklasa,Round 5,15/08/22,Korona,0,Warta Poznań,1,22/23
PKO BP Ekstraklasa,Round 6,19/08/22,Jagiellonia,2,Miedź,1,22/23
PKO BP Ekstraklasa,Round 6,19/08/22,Legia,2,Górnik,2,22/23
PKO BP Ekstraklasa,Round 6,20/08/22,Wisła Płock,2,Korona,1,22/23
PKO BP Ekstraklasa,Round 6,20/08/22,Śląsk,1,Cracovia,1,22/23
PKO BP Ekstraklasa,Round 6,20/08/22,Warta Poznań,0,Widzew Łódź,1,22/23
PKO BP Ekstraklasa,Round 6,21/08/22,Lechia,,Lech,,22/23
PKO BP Ekstraklasa,Round 6,21/08/22,Zagłębie L.,0,Radomiak,1,22/23
PKO BP Ekstraklasa,Round 6,21/08/22,Piast,4,Stal Mielec,0,22/23
PKO BP Ekstraklasa,Round 6,21/08/22,Raków,,Pogoń,,22/23
PKO BP Ekstraklasa,Round 6,31/08/22,Raków,1,Pogoń,0,22/23
PKO BP Ekstraklasa,Round 6,31/08/22,Lechia,0,Lech,3,22/23
PKO BP Ekstraklasa,Round 7,26/08/22,Górnik,1,Jagiellonia,1,22/23
PKO BP Ekstraklasa,Round 7,26/08/22,Stal Mielec,0,Legia,1,22/23
PKO BP Ekstraklasa,Round 7,27/08/22,Radomiak,0,Korona,2,22/23
PKO BP Ekstraklasa,Round 7,27/08/22,Miedź,2,Lechia,1,22/23
PKO BP Ekstraklasa,Round 7,27/08/22,Pogoń,3,Zagłębie L.,0,22/23
PKO BP Ekstraklasa,Round 7,27/08/22,Widzew Łódź,2,Wisła Płock,1,22/23
PKO BP Ekstraklasa,Round 7,28/08/22,Cracovia,0,Warta Poznań,2,22/23
PKO BP Ekstraklasa,Round 7,28/08/22,Śląsk,1,Raków,4,22/23
PKO BP Ekstraklasa,Round 7,28/08/22,Lech,1,Piast,0,22/23
PKO BP Ekstraklasa,Round 8,02/09/22,Legia,1,Radomiak,0,22/23
PKO BP Ekstraklasa,Round 8,03/09/22,Stal Mielec,2,Śląsk,0,22/23
PKO BP Ekstraklasa,Round 8,03/09/22,Lechia,0,Warta Poznań,0,22/23
PKO BP Ekstraklasa,Round 8,03/09/22,Cracovia,3,Raków,0,22/23
PKO BP Ekstraklasa,Round 8,04/09/22,Zagłębie L.,1,Jagiellonia,1,22/23
PKO BP Ekstraklasa,Round 8,04/09/22,Korona,1,Pogoń,2,22/23
PKO BP Ekstraklasa,Round 8,04/09/22,Lech,2,Widzew Łódź,0,22/23
PKO BP Ekstraklasa,Round 8,05/09/22,Piast,2,Miedź,1,22/23
PKO BP Ekstraklasa,Round 8,05/09/22,Wisła Płock,1,Górnik,1,22/23
PKO BP Ekstraklasa,Round 9,09/09/22,Warta Poznań,2,Zagłębie L.,2,22/23
PKO BP Ekstraklasa,Round 9,09/09/22,Widzew Łódź,2,Cracovia,0,22/23
PKO BP Ekstraklasa,Round 9,10/09/22,Śląsk,2,Lechia,1,22/23
PKO BP Ekstraklasa,Round 9,10/09/22,Radomiak,2,Wisła Płock,0,22/23
PKO BP Ekstraklasa,Round 9,10/09/22,Górnik,3,Piast,3,22/23
PKO BP Ekstraklasa,Round 9,11/09/22,Miedź,2,Korona,2,22/23
PKO BP Ekstraklasa,Round 9,11/09/22,Pogoń,2,Lech,2,22/23
PKO BP Ekstraklasa,Round 9,11/09/22,Raków,4,Legia,0,22/23
PKO BP Ekstraklasa,Round 9,12/09/22,Jagiellonia,4,Stal Mielec,0,22/23
PKO BP Ekstraklasa,Round 10,16/09/22,Piast,1,Śląsk,1,22/23
PKO BP Ekstraklasa,Round 10,16/09/22,Legia,3,Miedź,2,22/23
PKO BP Ekstraklasa,Round 10,17/09/22,Stal Mielec,0,Widzew Łódź,3,22/23
PKO BP Ekstraklasa,Round 10,17/09/22,Lechia,2,Jagiellonia,2,22/23
PKO BP Ekstraklasa,Round 10,17/09/22,Raków,3,Radomiak,0,22/23
PKO BP Ekstraklasa,Round 10,17/09/22,Cracovia,1,Pogoń,1,22/23
PKO BP Ekstraklasa,Round 10,18/09/22,Korona,1,Górnik,2,22/23
PKO BP Ekstraklasa,Round 10,18/09/22,Zagłębie L.,2,Wisła Płock,1,22/23
PKO BP Ekstraklasa,Round 10,18/09/22,Warta Poznań,0,Lech,1,22/23
PKO BP Ekstraklasa,Round 11,30/09/22,Radomiak,0,Cracovia,2,22/23
PKO BP Ekstraklasa,Round 11,30/09/22,Wisła Płock,1,Piast,0,22/23
PKO BP Ekstraklasa,Round 11,01/10/22,Górnik,2,Zagłębie L.,3,22/23
PKO BP Ekstraklasa,Round 11,01/10/22,Lech,0,Legia,0,22/23
PKO BP Ekstraklasa,Round 11,01/10/22,Pogoń,2,Lechia,1,22/23
PKO BP Ekstraklasa,Round 11,02/10/22,Miedź,0,Stal Mielec,2,22/23
PKO BP Ekstraklasa,Round 11,02/10/22,Jagiellonia,4,Korona,1,22/23
PKO BP Ekstraklasa,Round 11,02/10/22,Widzew Łódź,0,Raków,0,22/23
PKO BP Ekstraklasa,Round 11,03/10/22,Śląsk,0,Warta Poznań,2,22/23
PKO BP Ekstraklasa,Round 12,07/10/22,Stal Mielec,4,Pogoń,2,22/23
PKO BP Ekstraklasa,Round 12,07/10/22,Jagiellonia,1,Wisła Płock,1,22/23
PKO BP Ekstraklasa,Round 12,08/10/22,Śląsk,4,Górnik,1,22/23
PKO BP Ekstraklasa,Round 12,08/10/22,Legia,1,Warta Poznań,0,22/23
PKO BP Ekstraklasa,Round 12,08/10/22,Cracovia,0,Lechia,1,22/23
PKO BP Ekstraklasa,Round 12,09/10/22,Zagłębie L.,1,Korona,1,22/23
PKO BP Ekstraklasa,Round 12,09/10/22,Lech,1,Radomiak,0,22/23
PKO BP Ekstraklasa,Round 12,10/10/22,Raków,1,Miedź,0,22/23
PKO BP Ekstraklasa,Round 12,10/10/22,Piast,1,Widzew Łódź,2,22/23
PKO BP Ekstraklasa,Round 13,14/10/22,Korona,0,Stal Mielec,2,22/23
PKO BP Ekstraklasa,Round 13,14/10/22,Wisła Płock,2,Legia,1,22/23
PKO BP Ekstraklasa,Round 13,15/10/22,Radomiak,2,Śląskx3,0,22/23
PKO BP Ekstraklasa,Round 13,15/10/22,Lechia,0,Raków,3,22/23
PKO BP Ekstraklasa,Round 13,15/10/22,Warta Poznań,2,Jagiellonia,0,22/23
PKO BP Ekstraklasa,Round 13,15/10/22,Pogoń,1,Piast,1,22/23
PKO BP Ekstraklasa,Round 13,16/10/22,Miedź,1,Cracovia,1,22/23
PKO BP Ekstraklasa,Round 13,16/10/22,Widzew Łódź,3,Zagłębie L.,0,22/23
PKO BP Ekstraklasa,Round 13,16/10/22,Górnik,1,Lech,2,22/23
PKO BP Ekstraklasa,Round 14,21/10/22,Widzew Łódź,1,Miedź,0,22/23
PKO BP Ekstraklasa,Round 14,22/10/22,Stal Mielec,1,Wisła Płock,1,22/23
PKO BP Ekstraklasa,Round 14,22/10/22,Legia,1,Pogoń,1,22/23
PKO BP Ekstraklasa,Round 14,22/10/22,Raków,1,Korona,0,22/23
PKO BP Ekstraklasa,Round 14,23/10/22,Warta Poznań,0,Górnik,0,22/23
PKO BP Ekstraklasa,Round 14,23/10/22,Śląsk,2,Jagiellonia,2,22/23
PKO BP Ekstraklasa,Round 14,23/10/22,Cracovia,0,Lech,0,22/23
PKO BP Ekstraklasa,Round 14,24/10/22,Piast,1,Radomiak,2,22/23
PKO BP Ekstraklasa,Round 14,24/10/22,Zagłębie L.,0,Lechia,3,22/23
PKO BP Ekstraklasa,Round 15,28/10/22,Miedź,2,Pogoń,4,22/23
PKO BP Ekstraklasa,Round 15,28/10/22,Górnik,3,Widzew Łódź,0,22/23
PKO BP Ekstraklasa,Round 15,29/10/22,Korona,1,Piast,1,22/23
PKO BP Ekstraklasa,Round 15,29/10/22,Jagiellonia,2,Legia,5,22/23
PKO BP Ekstraklasa,Round 15,29/10/22,Wisła Płock,1,Śląsk,2,22/23
PKO BP Ekstraklasa,Round 15,30/10/22,Zagłębie L.,0,Cracovia,2,22/23
PKO BP Ekstraklasa,Round 15,30/10/22,Lechia,1,Stal Mielec,0,22/23
PKO BP Ekstraklasa,Round 15,30/10/22,Lech,1,Raków,2,22/23
